BOOT_TIME_EPOCH1688710950070
BOOT_UPTIME_MILLIS 4939973
time, touch_action, touch_ID, touch_image, touch_x, touch_y, touch_max_diameter, touch_min_diameter, touch_area, touch_pressure,  block_number, trial_number, path_type, path_direction
4961912, TOUCH_MOVE, 3, carrot, 302.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961921, TOUCH_MOVE, 3, carrot, 305.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961921, TOUCH_MOVE, 3, carrot, 305.1755, 448.0585, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4961929, TOUCH_MOVE, 3, carrot, 309.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961938, TOUCH_MOVE, 3, carrot, 312.0, 449.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961938, TOUCH_MOVE, 3, carrot, 312.15857, 449.05286, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4961946, TOUCH_MOVE, 3, carrot, 316.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961954, TOUCH_MOVE, 3, carrot, 319.0, 448.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4961955, TOUCH_MOVE, 3, carrot, 319.17545, 448.0, 8.0, 8.0, 50.26548245743669, 1.0, 1, 3, curved, leftright
4961962, TOUCH_MOVE, 3, carrot, 323.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961971, TOUCH_MOVE, 3, carrot, 326.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961971, TOUCH_MOVE, 3, carrot, 326.21008, 448.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4961979, TOUCH_MOVE, 3, carrot, 330.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961987, TOUCH_MOVE, 3, carrot, 333.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4961988, TOUCH_MOVE, 3, carrot, 333.22217, 448.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4961996, TOUCH_MOVE, 3, carrot, 337.0, 448.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962004, TOUCH_MOVE, 3, carrot, 340.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962005, TOUCH_MOVE, 3, carrot, 340.17758, 448.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962012, TOUCH_MOVE, 3, carrot, 342.0, 449.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962021, TOUCH_MOVE, 3, carrot, 345.0, 449.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962021, TOUCH_MOVE, 3, carrot, 345.13403, 449.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962029, TOUCH_MOVE, 3, carrot, 347.0, 449.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962037, TOUCH_MOVE, 3, carrot, 349.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962038, TOUCH_MOVE, 3, carrot, 349.13177, 450.0659, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962045, TOUCH_MOVE, 3, carrot, 350.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962054, TOUCH_MOVE, 3, carrot, 352.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962055, TOUCH_MOVE, 3, carrot, 352.1302, 450.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962062, TOUCH_MOVE, 3, carrot, 353.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962071, TOUCH_MOVE, 3, carrot, 355.0, 451.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962071, TOUCH_MOVE, 3, carrot, 355.14517, 451.07257, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962079, TOUCH_MOVE, 3, carrot, 356.0, 451.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962087, TOUCH_MOVE, 3, carrot, 358.0, 451.0, 9.0, 6.0, 42.411500823462205, 1.0,1, 3, curved, leftright
4962088, TOUCH_MOVE, 3, carrot, 358.1628, 451.0, 9.0, 6.0, 42.411500823462205, 1.0, 1, 3, curved, leftright
4962096, TOUCH_MOVE, 3, carrot, 359.0, 451.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962104, TOUCH_MOVE, 3, carrot, 361.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962105, TOUCH_MOVE, 3, carrot, 361.1767, 449.91165, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962112, TOUCH_MOVE, 3, carrot, 362.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962121, TOUCH_MOVE, 3, carrot, 364.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962121, TOUCH_START, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962121, TOUCH_MOVE, 3, carrot, 364.0, 450.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962129, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962138, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962129, TOUCH_MOVE, 3, carrot, 365.0, 449.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962138, TOUCH_MOVE, 3, carrot, 366.96378, 448.0181, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962138, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962146, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962154, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962138, TOUCH_MOVE, 3, carrot, 367.0, 448.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962146, TOUCH_MOVE, 3, carrot, 370.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962154, TOUCH_MOVE, 3, carrot, 371.92892, 447.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962155, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962163, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962171, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962155, TOUCH_MOVE, 3, carrot, 372.0, 447.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962163, TOUCH_MOVE, 3, carrot, 375.0, 446.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962171, TOUCH_MOVE, 3, carrot, 377.91623, 446.0, 8.0, 8.0, 50.26548245743669, 1.0, 1, 3, curved, leftright
4962171, TOUCH_MOVE, 4, background, 862.0, 187.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962180, TOUCH_MOVE, 4, background, 862.0, 187.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962188, TOUCH_MOVE, 4, background, 862.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962171, TOUCH_MOVE, 3, carrot, 378.0, 446.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962180, TOUCH_MOVE, 3, carrot, 381.0, 446.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962188, TOUCH_MOVE, 3, carrot, 384.5975, 446.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962189, TOUCH_MOVE, 4, background, 862.0, 187.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962197, TOUCH_MOVE, 4, background, 863.0, 187.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962204, TOUCH_MOVE, 4, background, 863.9216, 187.92159, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962189, TOUCH_MOVE, 3, carrot, 385.0, 446.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962197, TOUCH_MOVE, 3, carrot, 388.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962204, TOUCH_MOVE, 3, carrot, 391.68634, 447.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962205, TOUCH_MOVE, 4, background, 864.0, 188.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962213, TOUCH_MOVE, 4, background, 866.0, 188.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962221, TOUCH_MOVE, 4, background, 868.7934, 188.93114, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962205, TOUCH_MOVE, 3, carrot, 392.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962213, TOUCH_MOVE, 3, carrot, 396.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962221, TOUCH_MOVE, 3, carrot, 399.72455, 447.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962222, TOUCH_MOVE, 4, background, 869.0, 189.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962230, TOUCH_MOVE, 4, background, 873.0, 190.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962238, TOUCH_MOVE, 4, background, 875.6603, 190.88676, 7.0, 4.0, 21.991148575128552, 1.0, 1, 3, curved, leftright
4962222, TOUCH_MOVE, 3, carrot, 400.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962230, TOUCH_MOVE, 3, carrot, 403.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962238, TOUCH_MOVE, 3, carrot, 406.54703, 447.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962239, TOUCH_MOVE, 4, background, 876.0, 191.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962247, TOUCH_MOVE, 4, background, 879.0, 191.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962254, TOUCH_MOVE, 4, background, 881.71967, 191.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962239, TOUCH_MOVE, 3, carrot, 407.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962247, TOUCH_MOVE, 3, carrot, 411.0, 447.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962254, TOUCH_MOVE, 3, carrot, 413.71967, 446.09344, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962255, TOUCH_MOVE, 4, background, 882.0, 191.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962263, TOUCH_MOVE, 4, background, 885.0, 192.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962271, TOUCH_MOVE, 4, background, 887.5288, 192.0, 8.0, 8.0, 50.26548245743669, 1.0, 1, 3, curved, leftright
4962255, TOUCH_MOVE, 3, carrot, 414.0, 446.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962263, TOUCH_MOVE, 3, carrot, 418.0, 445.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962271, TOUCH_MOVE, 3, carrot, 421.37177, 444.15704, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962272, TOUCH_MOVE, 4, background, 888.0, 192.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962280, TOUCH_MOVE, 4, background, 891.0, 192.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962288, TOUCH_MOVE, 4, background, 894.3935, 192.84837, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962272, TOUCH_MOVE, 3, carrot, 422.0, 444.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962280, TOUCH_MOVE, 3, carrot, 426.0, 443.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962288, TOUCH_MOVE, 3, carrot, 429.3935, 443.0, 8.0, 8.0, 50.26548245743669, 1.0, 1, 3, curved, leftright
4962289, TOUCH_MOVE, 4, background, 895.0, 193.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962297, TOUCH_MOVE, 4, background, 899.0, 193.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962304, TOUCH_MOVE, 4, background, 902.37823, 193.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962289, TOUCH_MOVE, 3, carrot, 430.0, 443.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962297, TOUCH_MOVE, 3, carrot, 435.0, 442.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962304, TOUCH_MOVE, 3, carrot, 438.3782, 441.15546, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962305, TOUCH_MOVE, 4, background, 903.0, 193.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962314, TOUCH_MOVE, 4, background, 908.0, 194.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962321, TOUCH_MOVE, 4, background, 911.9637, 194.0, 6.0, 6.0, 28.274333882308138, 1.0, 1, 3, curved, leftright
4962305, TOUCH_MOVE, 3, carrot, 439.0, 441.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962314, TOUCH_MOVE, 3, carrot, 443.0, 441.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962321, TOUCH_MOVE, 3, carrot, 446.17093, 440.20728, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962323, TOUCH_MOVE, 4, background, 913.0, 194.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962330, TOUCH_MOVE, 4, background, 917.0, 194.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962337, TOUCH_MOVE, 4, background, 921.0307, 194.0, 6.0, 6.0, 28.274333882308138, 1.0, 1, 3, curved, leftright
4962323, TOUCH_MOVE, 3, carrot, 447.0, 440.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962330, TOUCH_MOVE, 3, carrot, 451.0, 439.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962337, TOUCH_MOVE, 3, carrot, 454.22458, 438.19385, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962339, TOUCH_MOVE, 4, background, 922.0, 194.0, 6.0, 4.0, 18.84955592153876, 1.0,1, 3, curved, leftright
4962347, TOUCH_MOVE, 4, background, 926.0, 195.0, 6.0, 4.0, 18.84955592153876, 1.0,1, 3, curved, leftright
4962354, TOUCH_MOVE, 4, background, 930.1212, 195.0, 6.0, 4.0, 18.84955592153876, 1.0, 1, 3, curved, leftright
4962339, TOUCH_MOVE, 3, carrot, 455.0, 438.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962347, TOUCH_MOVE, 3, carrot, 460.0, 437.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962354, TOUCH_MOVE, 3, carrot, 463.29694, 436.17575, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962356, TOUCH_MOVE, 4, background, 931.0, 195.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962364, TOUCH_MOVE, 4, background, 935.0, 195.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962371, TOUCH_MOVE, 4, background, 938.1929, 195.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962356, TOUCH_MOVE, 3, carrot, 464.0, 436.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962364, TOUCH_MOVE, 3, carrot, 468.0, 435.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962371, TOUCH_MOVE, 3, carrot, 471.1929, 435.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962372, TOUCH_MOVE, 4, background, 939.0, 195.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962381, TOUCH_MOVE, 4, background, 944.0, 196.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962387, TOUCH_MOVE, 4, background, 947.6681, 196.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962372, TOUCH_MOVE, 3, carrot, 472.0, 435.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962381, TOUCH_MOVE, 3, carrot, 476.0, 434.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962387, TOUCH_MOVE, 3, carrot, 478.93445, 433.2664, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962390, TOUCH_MOVE, 4, background, 949.0, 196.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962397, TOUCH_MOVE, 4, background, 954.0, 196.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962404, TOUCH_MOVE, 4, background, 957.81744, 196.76349, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962390, TOUCH_MOVE, 3, carrot, 480.0, 433.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962397, TOUCH_MOVE, 3, carrot, 484.0, 433.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962404, TOUCH_MOVE, 3, carrot, 487.054, 432.2365, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962406, TOUCH_MOVE, 4, background, 959.0, 197.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962414, TOUCH_MOVE, 4, background, 965.0, 198.0, 6.0, 4.0, 18.84955592153876, 1.0,1, 3, curved, leftright
4962421, TOUCH_MOVE, 4, background, 969.53394, 198.0, 6.0, 4.0, 18.84955592153876, 1.0, 1, 3, curved, leftright
4962406, TOUCH_MOVE, 3, carrot, 488.0, 432.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962414, TOUCH_MOVE, 3, carrot, 493.0, 432.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962421, TOUCH_MOVE, 3, carrot, 496.0226, 431.24435, 8.0, 8.0, 50.26548245743669, 1.0, 1, 3, curved, leftright
4962423, TOUCH_MOVE, 4, background, 971.0, 198.0, 4.0, 4.0, 12.566370614359172, 1.0,1, 3, curved, leftright
4962431, TOUCH_MOVE, 4, background, 976.0, 199.0, 4.0, 4.0, 12.566370614359172, 1.0,1, 3, curved, leftright
4962437, TOUCH_MOVE, 4, background, 979.7643, 199.0, 4.0, 4.0, 12.566370614359172, 1.0, 1, 3, curved, leftright
4962423, TOUCH_MOVE, 3, carrot, 497.0, 431.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962431, TOUCH_MOVE, 3, carrot, 502.0, 431.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962437, TOUCH_MOVE, 3, carrot, 505.01144, 430.24713, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962439, TOUCH_MOVE, 4, background, 981.0, 199.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962448, TOUCH_MOVE, 4, background, 986.0, 199.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962454, TOUCH_MOVE, 4, background, 989.563, 199.7126, 7.0, 4.0, 21.991148575128552, 1.0, 1, 3, curved, leftright
4962439, TOUCH_MOVE, 3, carrot, 506.0, 430.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962448, TOUCH_MOVE, 3, carrot, 511.0, 429.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962454, TOUCH_MOVE, 3, carrot, 513.1378, 429.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962456, TOUCH_MOVE, 4, background, 991.0, 200.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962465, TOUCH_MOVE, 4, background, 996.0, 200.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962471, TOUCH_MOVE, 4, background, 1000.33496, 200.0, 7.0, 4.0, 21.991148575128552, 1.0, 1, 3, curved, leftright
4962456, TOUCH_MOVE, 3, carrot, 514.0, 429.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962465, TOUCH_MOVE, 3, carrot, 518.0, 428.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962471, TOUCH_MOVE, 3, carrot, 520.1675, 428.0, 6.0, 6.0, 28.274333882308138, 1.0, 1, 3, curved, leftright
4962473, TOUCH_MOVE, 4, background, 1002.0, 200.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962481, TOUCH_MOVE, 4, background, 1008.0, 201.0, 6.0, 4.0, 18.84955592153876, 1.0,1, 3, curved, leftright
4962487, TOUCH_MOVE, 4, background, 1012.8899, 201.0, 6.0, 4.0, 18.84955592153876, 1.0, 1, 3, curved, leftright
4962473, TOUCH_MOVE, 3, carrot, 521.0, 428.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962481, TOUCH_MOVE, 3, carrot, 525.0, 428.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962487, TOUCH_MOVE, 3, carrot, 527.09564, 428.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962490, TOUCH_MOVE, 4, background, 1015.0, 201.0, 4.0, 4.0, 12.566370614359172, 1.0,1, 3, curved, leftright
4962498, TOUCH_MOVE, 4, background, 1021.0, 202.0, 4.0, 4.0, 12.566370614359172, 1.0,1, 3, curved, leftright
4962504, TOUCH_MOVE, 4, background, 1025.9612, 202.0, 4.0, 4.0, 12.566370614359172, 1.0, 1, 3, curved, leftright
4962490, TOUCH_MOVE, 3, carrot, 528.0, 428.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962498, TOUCH_MOVE, 3, carrot, 532.0, 428.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962504, TOUCH_MOVE, 3, carrot, 534.83496, 428.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962506, TOUCH_MOVE, 4, background, 1028.0, 202.0, 4.0, 4.0, 12.566370614359172, 1.0,1, 3, curved, leftright
4962515, TOUCH_MOVE, 4, background, 1033.0, 203.0, 6.0, 4.0, 18.84955592153876, 1.0,1, 3, curved, leftright
4962521, TOUCH_MOVE, 4, background, 1036.4424, 203.68848, 6.0, 4.0, 18.84955592153876, 1.0, 1, 3, curved, leftright
4962506, TOUCH_MOVE, 3, carrot, 536.0, 428.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962515, TOUCH_MOVE, 3, carrot, 540.0, 428.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962521, TOUCH_MOVE, 3, carrot, 543.44244, 427.31152, 8.0, 8.0, 50.26548245743669, 1.0, 1, 3, curved, leftright
4962523, TOUCH_MOVE, 4, background, 1038.0, 204.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962531, TOUCH_MOVE, 4, background, 1043.0, 205.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962537, TOUCH_MOVE, 4, background, 1046.994, 205.66566, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962523, TOUCH_MOVE, 3, carrot, 545.0, 427.0, 8.0, 8.0, 50.26548245743669, 1.0,1, 3, curved, leftright
4962531, TOUCH_MOVE, 3, carrot, 549.0, 427.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962537, TOUCH_MOVE, 3, carrot, 552.3283, 427.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962540, TOUCH_MOVE, 4, background, 1049.0, 206.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962548, TOUCH_MOVE, 4, background, 1054.0, 207.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962554, TOUCH_MOVE, 4, background, 1057.948, 208.316, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962540, TOUCH_MOVE, 3, carrot, 554.0, 427.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962548, TOUCH_MOVE, 3, carrot, 559.0, 426.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962554, TOUCH_MOVE, 3, carrot, 561.632, 426.0, 7.0, 7.0, 38.48451000647496, 1.0, 1, 3, curved, leftright
4962557, TOUCH_MOVE, 4, background, 1060.0, 209.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962565, TOUCH_MOVE, 4, background, 1066.0, 210.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962570, TOUCH_MOVE, 4, background, 1069.1649, 210.63298, 6.0, 6.0, 28.274333882308138, 1.0, 1, 3, curved, leftright
4962557, TOUCH_MOVE, 3, carrot, 563.0, 426.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
4962565, TOUCH_MOVE, 3, carrot, 568.0, 426.0, 6.0, 6.0, 28.274333882308138, 1.0,1, 3, curved, leftright
4962570, TOUCH_MOVE, 3, carrot, 570.5319, 426.0, 6.0, 6.0, 28.274333882308138, 1.0, 1, 3, curved, leftright
4962574, TOUCH_MOVE, 4, background, 1071.0, 211.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962582, TOUCH_MOVE, 4, background, 1076.0, 212.0, 7.0, 4.0, 21.991148575128552, 1.0,1, 3, curved, leftright
4962587, TOUCH_MOVE, 4, background, 1078.5378, 212.63446, 7.0, 4.0, 21.991148575128552, 1.0, 1, 3, curved, leftright
4962574, TOUCH_MOVE, 3, carrot, 572.0, 426.0, 7.0, 7.0, 38.48451000647496, 1.0,1, 3, curved, leftright
