BOOT_TIME_EPOCH 1546494242777
BOOT_UPTIME_MILLIS 135913
time, accel_x, accel_y, accel_z
137131, 0.01436521, -0.33518824, 9.77792
137147, 0.038307227, -0.34955344, 9.773131
137151, 0.02873042, -0.31124622, 9.758766
137162, -0.01436521, -0.37828386, 9.763555
137171, -0.019153614, -0.37349546, 9.744401
137182, -0.047884032, -0.37349546, 9.787497
137196, -0.02873042, -0.40222588, 9.763555
137201, -0.033518825, -0.39743748, 9.773131
137214, -0.05746084, -0.4357447, 9.792285
137221, -0.08140286, -0.41180268, 9.734824
137231, -0.095768064, -0.4261679, 9.763555
137247, -0.05267244, -0.3878607, 9.797073
137251, 0.047884032, -0.30166942, 9.873688
137264, 0.61291564, -0.12928689, 9.572019
137271, 0.38307226, 0.12449849, 9.548077
137282, -0.20111294, -0.4165911, 9.825804
137297, -0.38307226, -0.6895301, 9.792285
137301, -0.05746084, -0.35434186, 9.816227
137312, 0.25378537, -0.1388637, 9.706094
137321, 0.18195933, -0.25378537, 9.706094
137331, -0.1388637, -0.39264908, 9.816227
137347, -0.10534488, -0.48362875, 9.801862
137351, 0.08619126, -0.29688102, 9.77792
137363, 0.12928689, -0.272939, 9.691729
137371, -0.02873042, -0.29209262, 9.734824
137382, -0.023942016, -0.4213795, 9.787497
137396, 0.009576807, -0.35434186, 9.773131
137401, 0.009576807, -0.35434186, 9.753978
137413, 0.038307227, -0.31603462, 9.763555
137421, 0.047884032, -0.32561144, 9.763555
137431, -0.02873042, -0.3878607, 9.739613
137447, -0.009576807, -0.37828386, 9.763555
137451, 0.04309563, -0.35434186, 9.734824
137463, 0.023942016, -0.320823, 9.782708
137471, -0.009576807, -0.34476504, 9.782708
137482, 0.009576807, -0.37349546, 9.753978
137496, -0.0047884034, -0.34955344, 9.758766
137502, 0.019153614, -0.34955344, 9.768343
137513, -0.0047884034, -0.35913026, 9.782708
137521, 0.009576807, -0.34476504, 9.763555
137531, 0.02873042, -0.33997664, 9.749189
137545, 0.0047884034, -0.2825158, 9.744401
137551, 0.04309563, -0.30645782, 9.749189
137562, 0.023942016, -0.33039984, 9.753978
137571, 0.023942016, -0.36391866, 9.787497
137582, -0.0047884034, -0.33518824, 9.787497
137595, 0.019153614, -0.35913026, 9.763555
137601, 0.01436521, -0.34476504, 9.792285
137612, -0.0047884034, -0.32561144, 9.758766
137621, -0.02873042, -0.35434186, 9.773131
137631, -0.023942016, -0.37349546, 9.811439
137646, 0.019153614, -0.33997664, 9.77792
137651, 0.01436521, -0.33039984, 9.77792
137663, 0.033518825, -0.33997664, 9.734824
137671, 0.01436521, -0.33518824, 9.758766
137682, 0.0047884034, -0.34955344, 9.787497
137696, 0.01436521, -0.33518824, 9.768343
137702, 0.01436521, -0.33518824, 9.768343
137712, -0.009576807, -0.35434186, 9.744401
137721, 0.01436521, -0.37349546, 9.792285
137731, 0.023942016, -0.38307226, 9.749189
137746, 0.02873042, -0.320823, 9.773131
137751, 0.019153614, -0.33039984, 9.758766
137763, 0.0047884034, -0.31124622, 9.77792
137771, 0.038307227, -0.35434186, 9.768343
137782, 0.01436521, -0.33518824, 9.773131
137795, 0.0047884034, -0.36391866, 9.787497
137801, -0.009576807, -0.35434186, 9.744401
137812, 0.05267244, -0.34476504, 9.749189
137822, 0.02873042, -0.34955344, 9.753978
137831, 0.02873042, -0.35434186, 9.758766
137846, 0.0047884034, -0.33518824, 9.749189
137851, 0.009576807, -0.34955344, 9.782708
137862, 0.01436521, -0.33518824, 9.758766
137871, -0.009576807, -0.34476504, 9.744401
137882, 0.01436521, -0.35434186, 9.749189
137895, 0.019153614, -0.35434186, 9.739613
137901, 0.019153614, -0.35434186, 9.715671
137912, 0.02873042, -0.31124622, 9.753978
137921, 0.02873042, -0.36870706, 9.763555
137931, -0.023942016, -0.33997664, 9.768343
137946, 0.05267244, -0.35434186, 9.773131
137951, 0.02873042, -0.32561144, 9.77792
137962, -0.0047884034, -0.34476504, 9.773131
137971, 0.01436521, -0.33518824, 9.749189
137981, 0.04309563, -0.33997664, 9.782708
137993, 0.009576807, -0.35913026, 9.782708
138001, -0.0047884034, -0.38307226, 9.744401
138011, 0.01436521, -0.37349546, 9.792285
138020, 0.023942016, -0.37349546, 9.749189
138031, -0.009576807, -0.31603462, 9.782708
138043, 0.019153614, -0.35434186, 9.782708
138051, 0.019153614, -0.40701428, 9.758766
138061, 0.019153614, -0.3878607, 9.763555
138071, 0.02873042, -0.35434186, 9.768343
138082, 0.0047884034, -0.31603462, 9.782708
138095, 0.019153614, -0.36870706, 9.739613
138101, 0.023942016, -0.34476504, 9.744401
138112, 0.0047884034, -0.36391866, 9.768343
138122, -0.009576807, -0.34955344, 9.797073
138131, 0.038307227, -0.33997664, 9.753978
138145, 0.009576807, -0.35434186, 9.758766
138151, 0.05267244, -0.38307226, 9.768343
138162, -0.0047884034, -0.33997664, 9.773131
138171, 0.01436521, -0.35434186, 9.763555
138182, 0.02873042, -0.35913026, 9.773131
138195, 0.05267244, -0.34476504, 9.792285
138201, 0.033518825, -0.35434186, 9.758766
138212, 0.038307227, -0.33039984, 9.768343
138222, -0.0047884034, -0.34476504, 9.787497
138232, 0.019153614, -0.37828386, 9.77792
138245, 0.0047884034, -0.33039984, 9.758766
138251, 0.033518825, -0.32561144, 9.787497
138262, 0.0047884034, -0.35913026, 9.792285
138271, 0.0047884034, -0.39264908, 9.739613
138282, 0.01436521, -0.33518824, 9.749189
138295, 0.02873042, -0.35913026, 9.744401
138301, 0.023942016, -0.36391866, 9.758766
138311, 0.05746084, -0.320823, 9.749189
138321, -0.009576807, -0.34476504, 9.77792
138331, 0.02873042, -0.35913026, 9.758766
138344, 0.019153614, -0.34476504, 9.77792
138351, 0.033518825, -0.31124622, 9.758766
138363, 0.033518825, -0.33039984, 9.758766
138371, 0.033518825, -0.33039984, 9.77792
138382, 0.0047884034, -0.40222588, 9.797073
138394, -0.01436521, -0.35434186, 9.734824
138401, 0.033518825, -0.35434186, 9.77792
138411, 0.023942016, -0.33518824, 9.77792
138421, 0.033518825, -0.31603462, 9.758766
138431, 0.019153614, -0.33039984, 9.763555
138444, 0.019153614, -0.36391866, 9.801862
138451, 0.009576807, -0.33997664, 9.739613
138464, 0.05746084, -0.33039984, 9.80665
138471, 0.038307227, -0.37828386, 9.753978
138484, 0.01436521, -0.36870706, 9.782708
138494, -0.0047884034, -0.35913026, 9.782708
138501, 0.019153614, -0.35434186, 9.749189
138511, 0.023942016, -0.35913026, 9.758766
138520, 0.02873042, -0.33997664, 9.763555
138531, 0.0047884034, -0.35434186, 9.773131
138541, 0.0047884034, -0.34955344, 9.720459
138550, 0.019153614, -0.35913026, 9.715671
138561, 0.0047884034, -0.34476504, 9.768343
138571, 0.009576807, -0.36391866, 9.749189
138581, 0.0047884034, -0.36391866, 9.77792
138592, 0.009576807, -0.36870706, 9.792285
138601, -0.01436521, -0.33039984, 9.773131
138611, 0.05267244, -0.35913026, 9.758766
138621, 0.02873042, -0.320823, 9.763555
138631, 0.0047884034, -0.33518824, 9.749189
138643, 0.0047884034, -0.35434186, 9.773131
138651, 0.023942016, -0.40222588, 9.744401
138662, -0.0047884034, -0.34476504, 9.749189
138671, -0.009576807, -0.32561144, 9.758766
138682, 0.009576807, -0.33518824, 9.739613
138695, 0.009576807, -0.3878607, 9.720459
138701, 0.009576807, -0.33518824, 9.758766
138711, 0.038307227, -0.36391866, 9.758766
138728, -0.009576807, -0.30166942, 9.758766
138731, 0.009576807, -0.34476504, 9.744401
138744, 0.009576807, -0.32561144, 9.734824
138751, 0.04309563, -0.35913026, 9.773131
138762, 0.0047884034, -0.35434186, 9.782708
138776, 0.019153614, -0.34955344, 9.739613
138782, 0.019153614, -0.34955344, 9.773131
138793, 0.023942016, -0.36391866, 9.768343
138802, 0.038307227, -0.34476504, 9.744401
138812, 0.038307227, -0.33518824, 9.797073
138827, 0.01436521, -0.34955344, 9.744401
138831, 0.019153614, -0.33518824, 9.768343
138844, 0.05267244, -0.34476504, 9.768343
138851, 0.05267244, -0.33518824, 9.773131
138862, 0.01436521, -0.35913026, 9.768343
138877, 0.01436521, -0.33518824, 9.744401
138881, 0.04309563, -0.30166942, 9.768343
138893, 0.009576807, -0.32561144, 9.763555
138901, 0.0047884034, -0.34955344, 9.730036
138911, 0.009576807, -0.38307226, 9.773131
138921, 0.019153614, -0.33997664, 9.768343
138932, 0.019153614, -0.32561144, 9.792285
138943, 0.019153614, -0.37349546, 9.773131
138951, 0.023942016, -0.35913026, 9.749189
138962, 0.05267244, -0.32561144, 9.749189
138977, 0.033518825, -0.34955344, 9.773131
138982, 0.033518825, -0.36391866, 9.782708
138993, 0.009576807, -0.35913026, 9.792285
139001, 0.019153614, -0.30645782, 9.782708
139011, 0.02873042, -0.32561144, 9.758766
139027, 0.019153614, -0.33518824, 9.753978
139031, 0.023942016, -0.32561144, 9.763555
139044, -0.019153614, -0.33518824, 9.787497
139051, -0.019153614, -0.33039984, 9.763555
139061, 0.02873042, -0.31603462, 9.787497
139075, 0.009576807, -0.36391866, 9.77792
139081, 0.009576807, -0.35434186, 9.792285
139092, 0.047884032, -0.320823, 9.744401
139101, 0.01436521, -0.33039984, 9.763555
139112, 0.009576807, -0.36391866, 9.77792
139125, 0.009576807, -0.35434186, 9.744401
139131, 0.009576807, -0.33997664, 9.758766
139142, 0.009576807, -0.31124622, 9.749189
139151, 0.009576807, -0.37349546, 9.787497
139162, -0.023942016, -0.37828386, 9.773131
139175, 0.009576807, -0.37349546, 9.753978
139182, -0.02873042, -0.33997664, 9.758766
139194, -0.019153614, -0.36870706, 9.787497
139202, -0.023942016, -0.39743748, 9.797073
139212, -0.033518825, -0.33997664, 9.763555
139228, 0.009576807, -0.31603462, 9.696517
139235, -0.009576807, -0.33039984, 9.892841
139240, 0.019153614, -0.34955344, 9.653421
139250, 0.023942016, -0.35913026, 9.830592
139261, 0.009576807, -0.35434186, 9.753978
139275, -0.009576807, -0.320823, 9.797073
139280, 0.05267244, -0.34476504, 9.696517
139296, 0.01436521, -0.33039984, 9.859323
139300, -0.0047884034, -0.37349546, 9.768343
139311, -0.009576807, -0.34955344, 9.758766
139325, 0.023942016, -0.35434186, 9.715671
139330, 0.019153614, -0.33997664, 9.753978
139342, 0.062249243, -0.34476504, 9.773131
139350, 0.019153614, -0.36391866, 9.782708
139361, 0.02873042, -0.33518824, 9.77792
139375, 0.009576807, -0.320823, 9.753978
139380, 0.019153614, -0.33039984, 9.763555
139392, -0.01436521, -0.35913026, 9.758766
139400, 0.023942016, -0.33039984, 9.730036
139410, 0.02873042, -0.320823, 9.768343
139425, 0.009576807, -0.34955344, 9.768343
139430, 0.009576807, -0.33997664, 9.763555
139441, 0.023942016, -0.37349546, 9.801862
139450, 0.033518825, -0.33997664, 9.753978
139460, 0.023942016, -0.36391866, 9.773131
139475, 0.0047884034, -0.3878607, 9.763555
139480, 0.02873042, -0.36870706, 9.80665
139492, 0.019153614, -0.36870706, 9.739613
139500, 0.009576807, -0.36391866, 9.753978
139510, 0.038307227, -0.35913026, 9.773131
139521, 0.038307227, -0.33039984, 9.730036
139530, 0.05746084, -0.37349546, 9.787497
139542, 0.02873042, -0.35434186, 9.768343
139550, 0.0047884034, -0.37349546, 9.739613
139560, 0.01436521, -0.33997664, 9.744401
139575, 0.038307227, -0.35434186, 9.773131
139580, 0.019153614, -0.31603462, 9.782708
139592, 0.033518825, -0.32561144, 9.763555
139600, 0.01436521, -0.33997664, 9.768343
139610, 0.023942016, -0.33518824, 9.758766
139624, 0.047884032, -0.37349546, 9.758766
139630, -0.009576807, -0.33039984, 9.739613
139641, 0.0047884034, -0.34476504, 9.80665
139650, 0.023942016, -0.34955344, 9.749189
139660, 0.038307227, -0.33518824, 9.768343
139674, 0.01436521, -0.35434186, 9.782708
139680, 0.033518825, -0.33039984, 9.782708
139692, -0.009576807, -0.36391866, 9.797073
139700, 0.023942016, -0.33997664, 9.753978
139710, 0.02873042, -0.33518824, 9.782708
139725, 0.02873042, -0.33039984, 9.763555
139730, 0.038307227, -0.32561144, 9.763555
139741, 0.0047884034, -0.35913026, 9.792285
139750, -0.009576807, -0.34476504, 9.758766
139760, 0.0047884034, -0.35913026, 9.792285
139775, 0.0047884034, -0.35913026, 9.763555
139780, 0.01436521, -0.37828386, 9.734824
139790, 0.019153614, -0.34955344, 9.773131
139800, 0.019153614, -0.31124622, 9.753978
139810, 0.01436521, -0.36391866, 9.753978
139825, 0.02873042, -0.35913026, 9.763555
139830, 0.019153614, -0.34955344, 9.758766
139841, 0.02873042, -0.34476504, 9.749189
139850, 0.0047884034, -0.35434186, 9.758766
139861, -0.01436521, -0.34476504, 9.744401
139874, 0.04309563, -0.34476504, 9.725247
139880, -0.009576807, -0.35913026, 9.787497
139891, 0.038307227, -0.35434186, 9.753978
139900, 0.01436521, -0.320823, 9.739613
139910, 0.01436521, -0.35913026, 9.749189
139925, -0.0047884034, -0.37349546, 9.782708
139930, 0.009576807, -0.35434186, 9.739613
139942, 0.02873042, -0.33039984, 9.782708
139950, 0.038307227, -0.33997664, 9.792285
139960, -0.01436521, -0.35913026, 9.744401
139974, 0.0047884034, -0.36870706, 9.710882
139983, 0.0047884034, -0.34955344, 9.787497
139990, 0.02873042, -0.38307226, 9.80665
140000, 0.033518825, -0.33039984, 9.782708
140010, 0.019153614, -0.33997664, 9.758766
140023, -0.0047884034, -0.35434186, 9.763555
140030, 0.009576807, -0.36391866, 9.787497
140041, 0.038307227, -0.36391866, 9.758766
140050, 0.05267244, -0.35434186, 9.792285
140060, 0.02873042, -0.35913026, 9.763555
140073, 0.009576807, -0.33997664, 9.753978
140080, 0.023942016, -0.35913026, 9.753978
140090, -0.033518825, -0.37828386, 9.792285
140100, -0.04309563, -0.40222588, 9.763555
140110, -0.0047884034, -0.38307226, 9.792285
140124, 0.033518825, -0.34476504, 9.792285
140130, -0.009576807, -0.32561144, 9.811439
140141, 0.038307227, -0.36391866, 9.758766
140150, 0.02873042, -0.37828386, 9.768343
140160, 0.07182605, -0.38307226, 9.768343
140174, 0.062249243, -0.35434186, 9.77792
140180, 0.05746084, -0.34476504, 9.787497
140190, 0.047884032, -0.34476504, 9.768343
140200, 0.090979666, -0.34476504, 9.744401
140210, 0.023942016, -0.33039984, 9.792285
140223, 0.05267244, -0.36391866, 9.753978
140230, 0.033518825, -0.38307226, 9.782708
140240, 0.033518825, -0.36391866, 9.773131
140250, 0.009576807, -0.33039984, 9.725247
140260, 0.0047884034, -0.35913026, 9.768343
140273, 0.009576807, -0.34955344, 9.768343
140280, 0.033518825, -0.36870706, 9.749189
140290, 0.023942016, -0.320823, 9.77792
140300, 0.02873042, -0.33518824, 9.782708
140310, 0.02873042, -0.35434186, 9.773131
140323, 0.02873042, -0.36870706, 9.739613
140330, 0.02873042, -0.35434186, 9.749189
140340, 0.0047884034, -0.34955344, 9.77792
140350, 0.019153614, -0.37349546, 9.739613
140360, 0.019153614, -0.33997664, 9.773131
140374, 0.090979666, -0.34476504, 9.782708
140380, 0.05746084, -0.35434186, 9.734824
140391, 0.038307227, -0.33997664, 9.744401
140400, 0.009576807, -0.33039984, 9.758766
140410, 0.009576807, -0.37828386, 9.734824
140422, -0.05267244, -0.37349546, 9.739613
140430, 0.0047884034, -0.38307226, 9.744401
140440, 0.038307227, -0.36870706, 9.782708
140450, 0.07182605, -0.37828386, 9.801862
140460, 0.12449849, -0.33518824, 9.768343
140472, 0.08619126, -0.31603462, 9.80665
140480, 0.01436521, -0.37828386, 9.730036
140490, 0.01436521, -0.4213795, 9.753978
140500, 0.272939, -0.20590134, 9.816227
140510, 0.06703765, -0.34476504, 9.734824
140523, 0.05267244, -0.35434186, 9.725247
140530, 0.01436521, -0.36391866, 9.792285
140543, 0.038307227, -0.33997664, 9.763555
140550, 0.05746084, -0.33518824, 9.787497
140560, 0.11971009, -0.320823, 9.753978
140573, 0.05746084, -0.320823, 9.753978
140580, 0.06703765, -0.36391866, 9.734824
140590, 0.047884032, -0.35913026, 9.787497
140600, 0.090979666, -0.36391866, 9.773131
140610, 0.06703765, -0.30166942, 9.768343
140622, 0.095768064, -0.36391866, 9.753978
140630, 0.047884032, -0.33039984, 9.744401
140640, 0.07182605, -0.34955344, 9.782708
140650, 0.033518825, -0.32561144, 9.730036
140660, 0.05746084, -0.34955344, 9.753978
140673, 0.047884032, -0.36391866, 9.77792
140680, 0.07182605, -0.34476504, 9.739613
140690, 0.08140286, -0.33518824, 9.739613
140700, 0.08619126, -0.33039984, 9.768343
140710, 0.11492168, -0.31603462, 9.77792
140723, 0.062249243, -0.31124622, 9.758766
140730, 0.10055647, -0.36391866, 9.749189
140740, 0.06703765, -0.33518824, 9.763555
140750, 0.10055647, -0.31124622, 9.763555
140760, 0.06703765, -0.35434186, 9.758766
140772, 0.095768064, -0.37828386, 9.753978
140780, 0.05267244, -0.34476504, 9.773131
140790, 0.076614454, -0.36870706, 9.801862
140800, 0.047884032, -0.320823, 9.763555
140810, 0.08140286, -0.35434186, 9.787497
140822, 0.05267244, -0.34476504, 9.773131
140830, 0.095768064, -0.34955344, 9.758766
140840, 0.090979666, -0.35913026, 9.782708
140850, 0.08619126, -0.34476504, 9.734824
140860, 0.062249243, -0.34476504, 9.749189
140874, 0.05746084, -0.37828386, 9.773131
140880, 0.05267244, -0.35434186, 9.773131
140890, 0.095768064, -0.34476504, 9.749189
140900, 0.04309563, -0.36391866, 9.734824
140910, 0.08619126, -0.36870706, 9.758766
140922, 0.062249243, -0.31603462, 9.763555
140930, 0.05267244, -0.35434186, 9.782708
140941, 0.06703765, -0.34476504, 9.763555
140950, 0.07182605, -0.3878607, 9.768343
140960, 0.05267244, -0.33039984, 9.77792
140972, 0.07182605, -0.34476504, 9.734824
140980, 0.038307227, -0.36391866, 9.739613
140990, 0.062249243, -0.35913026, 9.768343
141000, 0.06703765, -0.31603462, 9.768343
141010, 0.047884032, -0.35913026, 9.763555
141022, 0.06703765, -0.36391866, 9.744401
141030, 0.047884032, -0.32561144, 9.758766
141041, 0.08619126, -0.31124622, 9.763555
141055, 0.047884032, -0.35434186, 9.787497
141060, 0.10534488, -0.35913026, 9.758766
141072, 0.033518825, -0.320823, 9.758766
141080, 0.10055647, -0.34476504, 9.739613
141090, 0.04309563, -0.320823, 9.768343
141100, 0.08619126, -0.34955344, 9.749189
141113, 0.04309563, -0.33039984, 9.792285
141120, 0.07182605, -0.320823, 9.763555
141130, 0.076614454, -0.32561144, 9.753978
141140, 0.08140286, -0.35913026, 9.753978
141150, 0.047884032, -0.320823, 9.768343
141160, 0.05746084, -0.32561144, 9.768343
141172, 0.04309563, -0.36870706, 9.725247
141180, 0.033518825, -0.34955344, 9.739613
141190, 0.07182605, -0.33997664, 9.739613
141200, 0.05746084, -0.29688102, 9.797073
141210, 0.08140286, -0.33518824, 9.768343
141221, 0.05267244, -0.34955344, 9.77792
141230, 0.04309563, -0.34955344, 9.739613
141240, 0.038307227, -0.32561144, 9.773131
141250, 0.062249243, -0.35913026, 9.758766
141260, 0.04309563, -0.35434186, 9.787497
141271, 0.07182605, -0.32561144, 9.773131
141280, 0.07182605, -0.33518824, 9.763555
141290, 0.038307227, -0.34476504, 9.80665
141300, 0.033518825, -0.33997664, 9.730036
141310, 0.05746084, -0.36870706, 9.80665
141322, 0.047884032, -0.33997664, 9.782708
141330, 0.05746084, -0.320823, 9.763555
141340, 0.05267244, -0.35434186, 9.773131
141350, 0.04309563, -0.33039984, 9.739613
141360, 0.04309563, -0.34476504, 9.749189
141371, 0.062249243, -0.33997664, 9.773131
141380, 0.07182605, -0.35434186, 9.768343
141390, 0.05746084, -0.33997664, 9.77792
141406, 0.07182605, -0.36391866, 9.749189
141410, 0.04309563, -0.32561144, 9.753978
141421, 0.08140286, -0.31603462, 9.77792
141430, 0.047884032, -0.32561144, 9.773131
141440, 0.06703765, -0.36391866, 9.749189
141454, 0.038307227, -0.34476504, 9.773131
141460, 0.095768064, -0.32561144, 9.787497
141471, 0.047884032, -0.33039984, 9.787497
141480, 0.08619126, -0.33997664, 9.758766
141491, 0.047884032, -0.33039984, 9.763555
141506, 0.047884032, -0.34955344, 9.768343
141510, 0.07182605, -0.31603462, 9.773131
141521, 0.07182605, -0.31603462, 9.763555
141530, 0.047884032, -0.35434186, 9.725247
141540, 0.047884032, -0.32561144, 9.787497
141554, 0.033518825, -0.33518824, 9.768343
141560, 0.05267244, -0.33518824, 9.763555
141570, 0.05267244, -0.320823, 9.763555
141580, 0.04309563, -0.34476504, 9.758766
141590, 0.047884032, -0.320823, 9.763555
141604, 0.05746084, -0.36391866, 9.773131
141610, 0.05267244, -0.33997664, 9.768343
141621, 0.04309563, -0.33039984, 9.787497
141630, 0.062249243, -0.31124622, 9.758766
141640, 0.05746084, -0.34955344, 9.758766
141654, 0.04309563, -0.33997664, 9.753978
141660, 0.062249243, -0.34955344, 9.749189
141670, 0.062249243, -0.33039984, 9.758766
141680, 0.07182605, -0.34955344, 9.797073
141690, 0.06703765, -0.33997664, 9.797073
141704, 0.05746084, -0.33997664, 9.758766
141710, 0.05746084, -0.33518824, 9.77792
141722, 0.04309563, -0.31603462, 9.763555
141730, 0.062249243, -0.35434186, 9.773131
141740, 0.047884032, -0.33997664, 9.77792
141753, 0.06703765, -0.32561144, 9.768343
141760, 0.05267244, -0.33039984, 9.758766
141771, 0.047884032, -0.36870706, 9.758766
141780, 0.02873042, -0.31603462, 9.77792
141790, 0.07182605, -0.33039984, 9.825804
141803, 0.05267244, -0.33518824, 9.773131
141810, 0.08619126, -0.34955344, 9.749189
141820, 0.07182605, -0.35434186, 9.763555
141830, 0.04309563, -0.32561144, 9.758766
141840, 0.07182605, -0.33518824, 9.758766
141853, 0.038307227, -0.34955344, 9.773131
141860, 0.08619126, -0.34476504, 9.734824
141870, 0.05746084, -0.33039984, 9.77792
141881, 0.05267244, -0.34476504, 9.763555
141890, 0.02873042, -0.320823, 9.797073
141901, 0.05746084, -0.34476504, 9.758766
141910, 0.07182605, -0.33518824, 9.77792
